"","res83thawed_frozen.rownames","res83thawing_frozen.log2FoldChange","res83thawing_frozen.padj","res83thawed_frozen.log2FoldChange","res83thawed_frozen.padj"
"1","L03F6075",2.16132408147545,0.814836098293274,-1.74751716020275,NA
"2","L03F6076",0.548448801945403,0.421935256474719,0.188393813080125,0.591433219159691
"3","L03F6077",-0.125843573332496,1,0.750765751866574,0.570414452866798
"4","L03F6078",1.06589630331302,0.497412516959107,0.815952740492184,0.321540684396554
"5","L03F6079",0.315068894567003,1,-0.770874436509381,0.699984142985091
"6","L03F6080",0,1,0,NA
"7","L03F6081",0,1,0,NA
"8","L03F6082",-0.161659982398212,1,0.528650617047275,0.570414452866798
"9","L03F6083",1.73711793017407,0.418593996265604,1.77106677551218,0.0834428232238547
"10","L03F6084",1.79492708700595,0.472665620894046,-0.0558208938449526,0.959116110655188
"11","L03F6085",4.66235490879423,0.0103233768046476,2.62213365822729,0.0995579368018601
"12","L03F6086",4.8101911632219,0.266564414792584,3.60474425196065,NA
"13","L03F6087",2.48686317862298,0.0103233768046476,1.8673133584502,0.0380309069660165
"14","L03F6088",0,1,0,NA
"15","L03F6089",-0.226813606130184,0.870101060442836,0.162064700236646,0.690918021943615
"16","L03F6090",-0.0391844198352392,1,-0.0250342903136198,0.956887240318067
"17","L03F6091",1.11582259767093,0.870101060442836,-0.550739500945608,NA
"18","L03F6092",1.08014653123777,0.858693538673741,0.245273982402675,0.934136737704712
"19","L03F6093",2.95206876710344,0.735755550530727,0.651788848538934,NA
"20","L03F6094",4.33552297651153,0.782184323669754,0.397976358939622,NA
"21","L03F6095",4.87033166007154,0.858693538673741,2.2036895686038,NA
"22","L03F6096",0.318169528481832,0.858693538673741,0.0742103510900467,0.934136737704712
"23","L03F6097",0,1,0,NA
"24","L03F6098",-0.0259636352784301,1,0.248940037717601,0.675636112464375
"25","L03F6099",2.84171897418049,0.557128360366549,0.205383423065442,NA
"26","L03F6100",0,1,2.05880341417515,NA
"27","L03F6101",0.977229803015288,0.837608082675322,0.49758630637177,0.690918021943615
"28","L03F6102",0.136467262040695,1,-0.0866532680948395,0.954158517365599
"29","L03F6103",-0.144900804148794,1,0.11945502340007,0.954158517365599
"30","L03F6104",1.24825643538463,0.837608082675322,0.183350536052675,0.954158517365599
"31","L03F6105",0,1,0,NA
"32","L03F6106",0.285836051481354,0.917741566079456,0.0862283960933301,0.954158517365599
"33","L03F6107",0.430727534919267,0.870101060442836,-0.468299804901102,0.570414452866798
"34","L03F6108",6.45616205608907,0.858693538673741,0.375726682742919,NA
"35","L03F6109",0.40886846764656,1,-0.858250470866725,0.649698507632808
"36","L03F6110",0,1,0,NA
"37","L03F6111",-0.315617284357805,0.418593996265604,-0.265954584348141,0.148853317016192
"38","L03F6112",0.716177257806993,0.782184323669754,0.898863014073501,0.202795762266646
"39","L03F6113",7.45670370599045,0.858693538673741,0,NA
"40","L03F6114",6.45614948576679,0.858693538673741,0.375726678455102,NA
"41","L03F6115",0,1,0,NA
"42","L03F6116",1.59837683482886,0.782184323669754,0.789640002063247,0.690918021943615
"43","L03F6117",6.39994965625611,0.782184323669754,0.37572692281869,NA
"44","L03F6118",3.00030967092731,0.766599355455134,-2.76672421269666,NA
"45","L03F6119",1.1863327934842,0.445362838085171,0.508822070726466,0.570414452866798
"46","L03F6120",6.45616496836071,0.858693538673741,0.375718625799354,NA
"47","L03F6121",3.52046418447837,0.445362838085171,1.56374191070122,NA
"48","L03F6122",1.80623723504908,0.837608082675322,-0.384102527858296,NA
"49","L03F6123",-0.477708514724587,0.932452558621442,-1.15294804314219,0.374563233569678
"50","L03F6124",-0.346863008391114,0.965503876332501,-1.09969528237818,0.317622593090199
"51","L03F6125",-0.293530172960274,1,-1.05815916005092,0.44226863601842
"52","L03F6126",1.95422135059693,0.652900793238954,-2.35595639974323,NA
"53","L03F6127",-0.00936025896067297,1,-1.32241917493862,0.323593181188796
"54","L03F6128",0,1,0,NA
"55","L03F6129",-1.58265001745511,0.418593996265604,-1.84496544433126,0.0430265855385909
"56","L03F6130",4.56847771203747,0.884451494715643,-1.50965571805945,NA
"57","L03F6131",-1.72137764123528,0.418593996265604,-1.17320583479797,0.210951156039208
"58","L03F6132",-1.90406080014789,0.266564414792584,-1.50337535821866,0.0945279672346181
"59","L03F6133",0.0614459500848645,1,0.419192513138785,0.430725017860515
"60","L03F6134",0.044155123153178,1,-0.000153227227975603,0.999406801500072
"61","L03F6135",4.42296712233676,0.913253338840662,0.00374647560513298,NA
"62","L03F6136",1.85212355621785,0.472665620894046,0.134827154244462,0.954158517365599
"63","L03F6137",6.36210268078594,0.711177816582491,0.375736811432877,NA
"64","L03F6138",5.77698821355514,0.870101060442836,0.379118760694866,NA
"65","L03F6139",3.3502252131815,0.421935256474719,-0.618452504553824,NA
"66","L03F6140",1.12940632618864,0.858693538673741,-0.987465034196403,0.587678863016746
"67","L03F6141",3.20006877096181,0.870101060442836,-1.43781339780802,NA
"68","L03F6142",4.90815488638415,0.880537015277557,-1.17227510956307,NA
"69","L03F6143",0,1,0,NA
"70","L03F6144",0,1,0,NA
"71","L03F6145",0,1,2.05881146839009,NA
"72","L03F6146",0,1,0,NA
"73","L03F6147",0,1,0,NA
"74","L03F6148",0,1,0,NA
"75","L03F6149",3.48711021836479,0.294185793521836,1.07093099217317,NA
"76","L03F6150",0.249937958850865,1,-0.255428675085029,0.857514081233031
"77","L03F6151",4.3189098897599,0.913298652715641,-1.76151292032935,NA
"78","L03F6152",5.32693850240609,0.870101060442836,-0.753491494014046,NA
"79","L03F6153",-0.164765977462451,1,-0.251389226640884,0.829195727722446
"80","L03F6154",0.473377570553602,0.858693538673741,0.252363755023026,0.713557383776692
"81","L03F6155",0.0673866386635781,0.952539235942182,-0.0539093794336102,0.837769139498458
"82","L03F6156",0.466764780410346,0.421935256474719,0.617864090780622,0.0220506468396109
"83","L03F6157",0.132024458538438,1,-0.0537128615392469,0.954158517365599
"84","L03F6158",1.30792722930209,0.445362838085171,0.0639336856604405,0.955017986122343
"85","L03F6159",0.611774530680709,0.870101060442836,0.454230687389489,0.726660192225504
"86","L03F6160",0.0750830392347787,1,0.173402363266923,0.941504763081956
"87","L03F6161",3.41080999020875,0.785678135311995,0.684645789478544,NA
"88","L03F6162",2.20026537837046,0.421935256474719,1.72541846792658,0.270651064912117
"89","L03F6163",7.45975423103271,0.766599355455134,4.09566485748605,NA
"90","L03F6164",-0.129487494463824,1,0.0686531993886715,0.954158517365599
"91","L03F6165",0.0446843049618322,1,-0.0583244995895092,0.956887240318067
"92","L03F6166",-0.127025333406505,1,0.0837270286015402,0.956705105668331
"93","L03F6167",5.69510251453443,0.0957010849648773,4.54184803389435,NA
"94","L03F6168",0,1,0,NA
"95","L03F6169",-0.762627383158788,0.782184323669754,0.325551668023616,0.690919895027535
"96","L03F6170",-0.105760902293435,1,0.633535481984179,0.386348516451189
"97","L03F6171",-0.0172679612215773,1,0.219483832783505,0.934136737704712
"98","L03F6172",6.4561765753724,0.858693538673741,0.375712588710581,NA
"99","L03F6173",0,1,0,NA
"100","L03F6174",4.90817527389969,0.880537015277557,-0.450962587076334,NA
"101","L03F6175",5.6788341353972,0.858693538673741,-0.35414078717805,NA
"102","L03F6176",0.261854458103168,1,-1.57930962337999,0.323593181188796
"103","L03F6177",4.91830159089912,0.445362838085171,0.959813730524575,NA
"104","L03F6178",4.06078725574562,0.870101060442836,-1.99346409521389,NA
"105","L03F6179",0.187951078226891,1,-1.36128437699252,0.386348516451189
"106","L03F6180",0.791195369792787,0.870101060442836,-0.995785209283235,0.649698507632808
"107","L03F6181",0,1,2.05881146738205,NA
"108","L03F6182",-0.442208168542898,0.965503876332501,-1.36139313896164,0.323593181188796
"109","L03F6183",-1.07860127762823,0.782184323669754,-2.05363443634674,0.0653698893996172
"110","L03F6184",6.4561602640302,0.858693538673741,0.375726682262639,NA
"111","L03F6185",0,1,0,NA
"112","L03F6186",5.28894452888206,0.870101060442836,-0.791478281288132,NA
"113","L03F6187",0,1,0,NA
"114","L03F6188",4.17418178542888,0.445362838085171,-0.0569167297278277,NA
"115","L03F6189",2.33280659453703,0.735755550530727,-0.829216310188266,NA
"116","L03F6190",0,1,0,NA
"117","L03F6191",0,1,2.05881146935563,NA
"118","L03F6192",6.45618376926929,0.858693538673741,0.375712589167945,NA
"119","L03F6193",3.05914559213003,0.43757634003238,-0.345438273479914,NA
"120","L03F6194",3.63624053208157,0.858693538673741,-2.35647850064416,NA
"121","L03F6195",2.79571729331603,0.421935256474719,-1.97536561848115,0.404019479294242
"122","L03F6196",-0.275953938292357,0.858693538673741,-0.108704645960536,0.825705992547529
"123","L03F6197",-0.03735872818111,1,0.0431333388553199,0.954158517365599
"124","L03F6198",0.608563464620785,0.880537015277557,-1.64855149693525,0.306176224938649
"125","L03F6199",3.19373118181996,0.735755550530727,-1.14843356049165,NA
"126","L03F6200",1.75168644129211,0.814836098293274,-2.79913379539375,NA
"127","L03F6201",0,1,0,NA
"128","L03F6202",5.70433162668196,0.858693538673741,-0.345117145828957,NA
"129","L03F6203",6.45616026509018,0.858693538673741,1.09705280797786,NA
"130","L03F6204",0,1,0,NA
"131","L03F6205",3.75854581681232,0.199045795885991,2.47120752488805,0.210951156039208
"132","L03F6206",0.866631819606749,0.858693538673741,0.145679523335893,0.954158517365599
"133","L03F6207",0.494406486233954,0.0698014292953604,0.1894881611474,0.316724859148737
"134","L03F6208",0.00719213520357039,1,0.268063443994788,0.690918021943615
"135","L03F6209",6.89865288107591,0.0698014292953604,3.30659939709257,NA
"136","L03F6210",4.02925784887993,0.342138896531704,3.40942778132555,0.198688483043678
"137","L03F6211",1.09406307367625,0.804553733675499,1.20017838608044,0.323593181188796
"138","L03F6212",0.77958142573022,0.870101060442836,-0.193551846692391,0.954158517365599
"139","L03F6213",-0.441633065741729,0.870101060442836,-0.363775643165607,0.690918021943615
"140","L03F6214",1.06618875456393,0.870101060442836,-0.0129388059799737,NA
"141","L03F6215",2.955620584914,0.266564414792584,1.85085814250525,0.306176224938649
"142","L03F6216",4.88522861346858,0.870101060442836,0.773279669682602,NA
"143","L03F6217",0,1,0,NA
"144","L03F6218",0,1,0,NA
"145","L03F6219",4.87880412421693,0.858693538673741,0.627789300189628,NA
"146","L03F6220",0,1,0,NA
"147","L03F6221",6.45616026473457,0.858693538673741,0.375726681896342,NA
"148","L03F6222",4.40795449263751,0.234680501104105,2.70590988770213,NA
"149","L03F6223",0,1,0,NA
"150","L03F6224",1.3830195097062,0.601316439785876,0.533642407050743,0.690918021943615
"151","L03F6225",2.18077115447387,0.418593996265604,0.665573007382952,0.690918021943615
"152","L03F6226",1.27931205696769,0.858693538673741,-0.130068676757279,NA
"153","L03F6227",4.52344911337132,0.858693538673741,-0.759837483318762,NA
"154","L03F6228",2.9525668463616,0.880537015277557,0.992772390748286,NA
"155","L03F6229",5.30071263019445,0.858693538673741,0.596991111793813,NA
"156","L03F6230",0,1,0,NA
"157","L03F6231",0,1,0,NA
"158","L03F6232",0,1,0,NA
"159","L03F6233",0.708094854399616,0.858693538673741,-0.0680872257940225,0.954158517365599
"160","L03F6234",0.694702719575766,0.870101060442836,-0.88099666836417,0.575648705256212
"161","L03F6235",1.95365891885538,0.723243881770239,-1.28010566993075,NA
"162","L03F6236",0.513551794461153,0.858693538673741,-0.815358227077703,0.323593181188796
"163","L03F6237",0.389259932927066,0.953709919783733,-1.60762175931313,0.198688483043678
"164","L03F6238",0.507945643502091,0.880537015277557,-1.30497945098523,0.306176224938649
"165","L03F6239",5.30998327783367,0.870101060442836,-0.770450306783817,NA
"166","L03F6240",0.950454450124372,0.782184323669754,-0.648516510878115,0.570414452866798
"167","L03F6241",1.99999249680798,0.787228350133924,-1.0452793082496,NA
"168","L03F6242",0.585462495794508,0.870101060442836,-1.24878901908503,0.323593181188796
"169","L03F6243",5.45436357657703,0.445362838085171,0.350028647827698,NA
"170","L03F6244",6.45614948325816,0.858693538673741,1.70860011311428,NA
"171","L03F6245",0.34105387918559,1,-1.10180724778828,NA
"172","L03F6246",2.05612250745141,0.785678135311995,-1.86636275196292,NA
"173","L03F6247",1.55257954955939,0.842895796313655,-0.012483613786068,NA
"174","L03F6248",1.16809673445575,0.735755550530727,-0.504451962209517,0.690918021943615
"175","L03F6249",2.50271775524905,0.813850213838346,-0.8558403824301,NA
"176","L03F6250",2.81770271693719,0.723243881770239,0.453585820280461,NA
"177","L03F6251",1.08327780407672,0.858693538673741,-1.281784459752,0.497241810050743
"178","L03F6252",5.13991502597391,0.735755550530727,-0.0923643409093528,NA
"179","L03F6253",6.45316597141888,0.858693538673741,1.0970449352432,NA
"180","L03F6254",0.834204202643602,0.870101060442836,-1.84059667846031,0.306176224938649
"181","L03F6255",3.79181952770657,0.735755550530727,-0.843567344880998,NA
"182","L03F6256",0.93009763482739,0.858693538673741,-0.27761426330687,0.934136737704712
"183","L03F6257",1.25714359499354,0.858693538673741,-0.670529056638389,0.748797709570519
"184","L03F6258",0.942648604750285,0.880537015277557,-2.53367713567713,NA
"185","L03F6259",4.30712912630988,0.913298652715641,-1.7733008706894,NA
"186","L03F6260",3.76715298067101,0.952247701294885,-1.63072971361891,NA
"187","L03F6261",3.09868426756892,0.723243881770239,-1.185555588774,NA
"188","L03F6262",1.28861372357413,0.926963569999413,-1.8515314685757,NA
"189","L03F6263",4.08103961367617,0.927207356657541,-0.306462446728928,NA
"190","L03F6264",6.45616026383728,0.858693538673741,0.375726682363009,NA
"191","L03F6265",6.45616026390546,0.858693538673741,1.09705280859403,NA
"192","L03F6266",6.45616026490218,0.858693538673741,0.375726681809151,NA
"193","L03F6267",4.89182905465121,0.880537015277557,-1.1885937532443,NA
"194","L03F6268",3.38727208561362,0.766599355455134,-1.79442936185709,NA
"195","L03F6269",-0.32323024902919,1,-1.28810552609876,0.570414452866798
"196","L03F6270",1.46639084917589,0.913298652715641,-1.51267466331014,NA
"197","L03F6271",0.410009529978371,1,-1.20013993765337,NA
"198","L03F6272",1.54739119654733,0.858693538673741,-2.3595600326992,NA
"199","L03F6273",1.44150963554855,0.952235175582295,-2.78156831274529,NA
"200","L03F6274",6.4561566751358,0.858693538673741,0.375726680907957,NA
"201","L03F6275",1.08469316099837,0.858693538673741,0.793510774319484,0.65307432514851
"202","L03F6276",4.25151659112448,0.445362838085171,-0.775919576453252,NA
"203","L03F6277",0.847360341515794,0.0460303374099365,0.790605789070351,0.00324369371754103
"204","L03F6278",-0.261901646191646,0.965503876332501,1.01884751973831,0.198688483043678
"205","L03F6279",0,1,0,NA
"206","L03F6280",6.45616026384122,0.858693538673741,0.375726682360958,NA
"207","L03F6281",0,1,0,NA
"208","L03F6282",4.90580588808821,0.874988461415184,-0.449390830603542,NA
"209","L03F6283",6.45616205608907,0.858693538673741,0.375726682742919,NA
"210","L03F6284",6.45616205608907,0.858693538673741,0.375726682742919,NA
"211","L03F6285",6.45615667643712,0.858693538673741,1.09705280649763,NA
"212","L03F6286",0.797848506224797,0.858693538673741,2.25880808144705,0.0653698893996172
"213","L03F6287",0,1,2.05881146887038,NA
"214","L03F6288",3.27249463307961,0.418593996265604,3.16899027973039,0.163093975033976
"215","L03F6289",2.3135799292566,0.43757634003238,1.9995954522957,0.234770992854319
"216","L03F6290",3.21946510937434,0.421935256474719,2.26715024253634,0.323593181188796
"217","L03F6291",0,1,0,NA
"218","L03F6292",1.21668185113118,0.858693538673741,1.46752030643342,0.323593181188796
"219","L03F6293",3.17635066560186,0.418593996265604,2.62400691247872,0.210951156039208
"220","L03F6294",2.01983346225814,0.735755550530727,2.21167266449736,0.316724859148737
"221","L03F6295",1.98804410288713,0.652900793238954,2.23971807169199,0.210951156039208
"222","L03F6296",5.07632326353278,0.638612893938172,2.4853478807283,NA
"223","L03F6297",4.38888927510408,0.127921367511381,4.00851941582498,0.0574968647180012
"224","L03F6298",6.45616026470414,0.858693538673741,1.09705280817863,NA
"225","L03F6299",1.15642193305612,0.735755550530727,0.490084630660232,0.690918021943615
"226","L03F6300",0,1,2.83223556923898,NA
"227","L03F6301",5.74596263181986,0.870101060442836,0.386865950254338,NA
"228","L03F6302",0,1,0,NA
"229","L03F6303",0.996321596880574,0.757202806817776,0.675336596769487,0.503921492987311
"230","L03F6304",4.00429451326046,0.533972783860166,1.5494935117794,NA
"231","L03F6305",1.77639658440315,0.445362838085171,1.19884958494283,0.323593181188796
"232","L03F6306",4.06826588289877,0.418593996265604,0.998492149767239,NA
"233","L03F6307",2.20631470706483,0.628144765675167,0.792430804566123,NA
"234","L03F6308",0,1,2.78995535581674,NA
"235","L03F6309",5.73822263006065,0.870101060442836,-0.342207365791938,NA
"236","L03F6310",6.45616205608906,0.858693538673741,0.375726682742919,NA
"237","L03F6311",1.96326027128243,0.858693538673741,-0.735289532191946,NA
"238","L03F6312",0,1,0,NA
"239","L03F6313",4.61092828371489,0.894425206455564,-0.786954407118517,NA
"240","L03F6314",1.16371464524162,0.870101060442836,-1.17104750389658,NA
"241","L03F6315",0,1,0,NA
"242","L03F6316",0,1,0,NA
"243","L03F6317",4.26184861751127,0.735755550530727,0.477740304133966,NA
"244","L03F6318",5.77700787809848,0.870101060442836,1.11026264757019,NA
"245","L03F6319",0.708862443993595,0.870101060442836,-0.367613931998633,0.825705992547529
"246","L03F6320",7.49354554525621,0.858693538673741,0,NA
"247","L03F6321",3.69591673887534,0.421935256474719,-0.400021000210961,NA
"248","L03F6322",0,1,0,NA
"249","L03F6323",0,1,0,NA
"250","L03F6324",5.74598423885462,0.870101060442836,-0.334462102925333,NA
"251","L03F6325",3.24307985551026,0.213440371542006,1.6687592896932,0.323593181188796
"252","L03F6326",0,1,0,NA
"253","L03F6327",4.51665865412889,0.266564414792584,-0.913666118575548,NA
"254","L03F6328",0,1,2.05881146668387,NA
"255","L03F6329",6.45616205608907,0.858693538673741,0.375726682742919,NA
"256","L03F6330",-0.221200195604186,1,-1.20625231039788,0.386348516451189
"257","L03F6331",0.107891473056129,1,-1.46538408038167,0.386348516451189
"258","L03F6332",1.40273477400143,0.837608082675322,-0.94226684961093,NA
"259","L03F6333",0,1,0,NA
"260","L03F6334",0,1,0,NA
"261","L03F6335",0.879876151813596,0.858693538673741,2.05826093902783,0.187395456969107
"262","L03F6336",0,1,2.05881146935563,NA
"263","L03F6337",0,1,0,NA
"264","L03F6338",6.45614948472043,0.858693538673741,1.70860011179762,NA
"265","L03F6339",0,1,0,NA
"266","L03F6340",5.19301666135978,0.315397457902194,1.64524649284852,NA
"267","L03F6341",0,1,0,NA
"268","L03F6342",0,1,0,NA
"269","L03F6343",0,1,0,NA
"270","L03F6344",0.110299245449342,1,-0.316457677509167,0.690918021943615
"271","L03F6345",4.43773169454019,0.814836098293274,-1.52629472963656,NA
"272","L03F6346",7.45669415287164,0.858693538673741,0,NA
"273","L03F6347",0.817276621025196,0.858693538673741,0.193550746801511,0.934136737704712
"274","L03F6348",0.790481133559474,0.870101060442836,-2.08331503595993,NA
"275","L03F6349",0,1,0,NA
"276","L03F6350",0.392744566254934,0.652900793238954,0.219960414448257,0.545339602064746
"277","L03F6351",0.108883853815801,0.880537015277557,0.214109089427882,0.374563233569678
"278","L03F6352",7.10775734343848,0.814836098293274,4.72386412324562,NA
"279","L03F6353",0.622183132494089,0.880537015277557,1.80436885259034,0.202795762266646
"280","L03F6354",1.80312774667986,0.43757634003238,1.98169866145928,0.0945279672346181
"281","L03F6355",0.658291463924794,0.870101060442836,1.68000788805653,0.160864690371421
"282","L03F6356",NA,NA,NA,NA
"283","L03F6357",NA,NA,NA,NA
"284","L03F6358",NA,NA,NA,NA
"285","L03F6359",NA,NA,NA,NA
"286","L03F6360",NA,NA,NA,NA
"287","L03F6361",NA,NA,NA,NA
"288","L03F6362",NA,NA,NA,NA
"289","L03F6363",NA,NA,NA,NA
